Ethnicity	EducationLevel	GeoRegion	IncomeGroup	source_cooking_fuel_post_eq	Freq
Madhesi	University	Himalayan	30000-50000	LP Gas	2
Madhesi	University	Himalayan	30000-50000	Others	0
Madhesi	University	Himalayan	30000-50000	Wood	2
Madhesi	University	Himalayan	50000-ABOVE	Electricity	0
Madhesi	University	Himalayan	50000-ABOVE	Gobar Gas	0
Madhesi	University	Himalayan	50000-ABOVE	Kerosene	0
Madhesi	University	Himalayan	50000-ABOVE	LP Gas	1
Madhesi	University	Himalayan	50000-ABOVE	Others	0
Madhesi	University	Himalayan	50000-ABOVE	Wood	0
Muslim-Others	Illiterate	Hilly	0-10000	Electricity	0
Muslim-Others	Illiterate	Hilly	0-10000	Gobar Gas	7
Muslim-Others	Illiterate	Hilly	0-10000	Kerosene	0
Muslim-Others	Illiterate	Hilly	0-10000	LP Gas	50
Muslim-Others	Illiterate	Hilly	0-10000	Others	0
Muslim-Others	Illiterate	Hilly	0-10000	Wood	1272
Muslim-Others	Illiterate	Hilly	10000-20000	Electricity	0
Muslim-Others	Illiterate	Hilly	10000-20000	Gobar Gas	3
Muslim-Others	Illiterate	Hilly	10000-20000	Kerosene	0
Muslim-Others	Illiterate	Hilly	10000-20000	LP Gas	65
Muslim-Others	Illiterate	Hilly	10000-20000	Others	0
Muslim-Others	Illiterate	Hilly	10000-20000	Wood	253
Muslim-Others	Illiterate	Hilly	20000-30000	Electricity	0
Muslim-Others	Illiterate	Hilly	20000-30000	Gobar Gas	0
Muslim-Others	Illiterate	Hilly	20000-30000	Kerosene	0
Muslim-Others	Illiterate	Hilly	20000-30000	LP Gas	22
Muslim-Others	Illiterate	Hilly	20000-30000	Others	0
Muslim-Others	Illiterate	Hilly	20000-30000	Wood	44
Muslim-Others	Illiterate	Hilly	30000-50000	Electricity	0
Muslim-Others	Illiterate	Hilly	30000-50000	Gobar Gas	1
Muslim-Others	Illiterate	Hilly	30000-50000	Kerosene	0
Muslim-Others	Illiterate	Hilly	30000-50000	LP Gas	8
Muslim-Others	Illiterate	Hilly	30000-50000	Others	0
Muslim-Others	Illiterate	Hilly	30000-50000	Wood	21
Muslim-Others	Illiterate	Hilly	50000-ABOVE	Electricity	0
Muslim-Others	Illiterate	Hilly	50000-ABOVE	Gobar Gas	0
Muslim-Others	Illiterate	Hilly	50000-ABOVE	Kerosene	0
Muslim-Others	Illiterate	Hilly	50000-ABOVE	LP Gas	3
Muslim-Others	Illiterate	Hilly	50000-ABOVE	Others	0
Muslim-Others	Illiterate	Hilly	50000-ABOVE	Wood	10
Muslim-Others	Illiterate	Himalayan	0-10000	Electricity	0
Muslim-Others	Illiterate	Himalayan	0-10000	Gobar Gas	5
Muslim-Others	Illiterate	Himalayan	0-10000	Kerosene	1
Muslim-Others	Illiterate	Himalayan	0-10000	LP Gas	28
Muslim-Others	Illiterate	Himalayan	0-10000	Others	0
Muslim-Others	Illiterate	Himalayan	0-10000	Wood	1470
Muslim-Others	Illiterate	Himalayan	10000-20000	Electricity	0
Muslim-Others	Illiterate	Himalayan	10000-20000	Gobar Gas	2
Muslim-Others	Illiterate	Himalayan	10000-20000	Kerosene	0
Muslim-Others	Illiterate	Himalayan	10000-20000	LP Gas	22
Muslim-Others	Illiterate	Himalayan	10000-20000	Others	0
Muslim-Others	Illiterate	Himalayan	10000-20000	Wood	365
Muslim-Others	Illiterate	Himalayan	20000-30000	Electricity	0
Muslim-Others	Illiterate	Himalayan	20000-30000	Gobar Gas	0
Muslim-Others	Illiterate	Himalayan	20000-30000	Kerosene	0
Muslim-Others	Illiterate	Himalayan	20000-30000	LP Gas	5
Muslim-Others	Illiterate	Himalayan	20000-30000	Others	0
Muslim-Others	Illiterate	Himalayan	20000-30000	Wood	104
Muslim-Others	Illiterate	Himalayan	30000-50000	Electricity	0
Muslim-Others	Illiterate	Himalayan	30000-50000	Gobar Gas	0
Muslim-Others	Illiterate	Himalayan	30000-50000	Kerosene	0
Muslim-Others	Illiterate	Himalayan	30000-50000	LP Gas	2
Muslim-Others	Illiterate	Himalayan	30000-50000	Others	0
Muslim-Others	Illiterate	Himalayan	30000-50000	Wood	20
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	Electricity	0
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	Gobar Gas	0
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	Kerosene	0
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	LP Gas	4
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	Others	0
Muslim-Others	Illiterate	Himalayan	50000-ABOVE	Wood	8
Muslim-Others	NonFormal-Other	Hilly	0-10000	Electricity	0
Muslim-Others	NonFormal-Other	Hilly	0-10000	Gobar Gas	4
Muslim-Others	NonFormal-Other	Hilly	0-10000	Kerosene	0
Muslim-Others	NonFormal-Other	Hilly	0-10000	LP Gas	32
Muslim-Others	NonFormal-Other	Hilly	0-10000	Others	0
Muslim-Others	NonFormal-Other	Hilly	0-10000	Wood	665
Muslim-Others	NonFormal-Other	Hilly	10000-20000	Electricity	0
Muslim-Others	NonFormal-Other	Hilly	10000-20000	Gobar Gas	5
Muslim-Others	NonFormal-Other	Hilly	10000-20000	Kerosene	0
Muslim-Others	NonFormal-Other	Hilly	10000-20000	LP Gas	60
Muslim-Others	NonFormal-Other	Hilly	10000-20000	Others	0
Muslim-Others	NonFormal-Other	Hilly	10000-20000	Wood	275
Muslim-Others	NonFormal-Other	Hilly	20000-30000	Electricity	0
Muslim-Others	NonFormal-Other	Hilly	20000-30000	Gobar Gas	2
Muslim-Others	NonFormal-Other	Hilly	20000-30000	Kerosene	0
Muslim-Others	NonFormal-Other	Hilly	20000-30000	LP Gas	25
Muslim-Others	NonFormal-Other	Hilly	20000-30000	Others	0
Muslim-Others	NonFormal-Other	Hilly	20000-30000	Wood	62
Muslim-Others	NonFormal-Other	Hilly	30000-50000	Electricity	0
Muslim-Others	NonFormal-Other	Hilly	30000-50000	Gobar Gas	0
Muslim-Others	NonFormal-Other	Hilly	30000-50000	Kerosene	0
Muslim-Others	NonFormal-Other	Hilly	30000-50000	LP Gas	15
Muslim-Others	NonFormal-Other	Hilly	30000-50000	Others	0
Muslim-Others	NonFormal-Other	Hilly	30000-50000	Wood	19
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	Electricity	0
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	Gobar Gas	0
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	Kerosene	0
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	LP Gas	5
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	Others	0
Muslim-Others	NonFormal-Other	Hilly	50000-ABOVE	Wood	2
Muslim-Others	NonFormal-Other	Himalayan	0-10000	Electricity	0
Muslim-Others	NonFormal-Other	Himalayan	0-10000	Gobar Gas	0
Muslim-Others	NonFormal-Other	Himalayan	0-10000	Kerosene	0
Muslim-Others	NonFormal-Other	Himalayan	0-10000	LP Gas	19
Muslim-Others	NonFormal-Other	Himalayan	0-10000	Others	0
Muslim-Others	NonFormal-Other	Himalayan	0-10000	Wood	684
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	Electricity	1
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	Gobar Gas	3
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	Kerosene	0
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	LP Gas	39
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	Others	0
Muslim-Others	NonFormal-Other	Himalayan	10000-20000	Wood	384
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	Electricity	0
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	Gobar Gas	0
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	Kerosene	0
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	LP Gas	13
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	Others	1
Muslim-Others	NonFormal-Other	Himalayan	20000-30000	Wood	88
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	Electricity	0
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	Gobar Gas	0
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	Kerosene	0
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	LP Gas	5
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	Others	0
Muslim-Others	NonFormal-Other	Himalayan	30000-50000	Wood	27
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	Electricity	0
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	Gobar Gas	0
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	Kerosene	0
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	LP Gas	2
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	Others	0
Muslim-Others	NonFormal-Other	Himalayan	50000-ABOVE	Wood	6
Muslim-Others	Primary	Hilly	0-10000	Electricity	1
Muslim-Others	Primary	Hilly	0-10000	Gobar Gas	11
Muslim-Others	Primary	Hilly	0-10000	Kerosene	0
Muslim-Others	Primary	Hilly	0-10000	LP Gas	46
Muslim-Others	Primary	Hilly	0-10000	Others	0
Muslim-Others	Primary	Hilly	0-10000	Wood	823
Muslim-Others	Primary	Hilly	10000-20000	Electricity	0
Muslim-Others	Primary	Hilly	10000-20000	Gobar Gas	1
Muslim-Others	Primary	Hilly	10000-20000	Kerosene	0
Muslim-Others	Primary	Hilly	10000-20000	LP Gas	115
Muslim-Others	Primary	Hilly	10000-20000	Others	0
Muslim-Others	Primary	Hilly	10000-20000	Wood	368
Muslim-Others	Primary	Hilly	20000-30000	Electricity	0
Muslim-Others	Primary	Hilly	20000-30000	Gobar Gas	0
Muslim-Others	Primary	Hilly	20000-30000	Kerosene	0
Muslim-Others	Primary	Hilly	20000-30000	LP Gas	52
Muslim-Others	Primary	Hilly	20000-30000	Others	0
Muslim-Others	Primary	Hilly	20000-30000	Wood	80
Muslim-Others	Primary	Hilly	30000-50000	Electricity	0
Muslim-Others	Primary	Hilly	30000-50000	Gobar Gas	1
Muslim-Others	Primary	Hilly	30000-50000	Kerosene	0
Muslim-Others	Primary	Hilly	30000-50000	LP Gas	21
Muslim-Others	Primary	Hilly	30000-50000	Others	0
Muslim-Others	Primary	Hilly	30000-50000	Wood	19
Muslim-Others	Primary	Hilly	50000-ABOVE	Electricity	0
Muslim-Others	Primary	Hilly	50000-ABOVE	Gobar Gas	0
Muslim-Others	Primary	Hilly	50000-ABOVE	Kerosene	0
Muslim-Others	Primary	Hilly	50000-ABOVE	LP Gas	6
Muslim-Others	Primary	Hilly	50000-ABOVE	Others	0
Muslim-Others	Primary	Hilly	50000-ABOVE	Wood	5
Muslim-Others	Primary	Himalayan	0-10000	Electricity	0
Muslim-Others	Primary	Himalayan	0-10000	Gobar Gas	3
Muslim-Others	Primary	Himalayan	0-10000	Kerosene	0
Muslim-Others	Primary	Himalayan	0-10000	LP Gas	18
Muslim-Others	Primary	Himalayan	0-10000	Others	0
Muslim-Others	Primary	Himalayan	0-10000	Wood	590
Muslim-Others	Primary	Himalayan	10000-20000	Electricity	1
Muslim-Others	Primary	Himalayan	10000-20000	Gobar Gas	1
Muslim-Others	Primary	Himalayan	10000-20000	Kerosene	0
Muslim-Others	Primary	Himalayan	10000-20000	LP Gas	44
Muslim-Others	Primary	Himalayan	10000-20000	Others	0
Muslim-Others	Primary	Himalayan	10000-20000	Wood	348
Muslim-Others	Primary	Himalayan	20000-30000	Electricity	0
Muslim-Others	Primary	Himalayan	20000-30000	Gobar Gas	0
Muslim-Others	Primary	Himalayan	20000-30000	Kerosene	0
Muslim-Others	Primary	Himalayan	20000-30000	LP Gas	14
Muslim-Others	Primary	Himalayan	20000-30000	Others	0
Muslim-Others	Primary	Himalayan	20000-30000	Wood	109
Muslim-Others	Primary	Himalayan	30000-50000	Electricity	0
Muslim-Others	Primary	Himalayan	30000-50000	Gobar Gas	0
Muslim-Others	Primary	Himalayan	30000-50000	Kerosene	0
Muslim-Others	Primary	Himalayan	30000-50000	LP Gas	14
Muslim-Others	Primary	Himalayan	30000-50000	Others	0
Muslim-Others	Primary	Himalayan	30000-50000	Wood	16
Muslim-Others	Primary	Himalayan	50000-ABOVE	Electricity	0
Muslim-Others	Primary	Himalayan	50000-ABOVE	Gobar Gas	0
Muslim-Others	Primary	Himalayan	50000-ABOVE	Kerosene	0
Muslim-Others	Primary	Himalayan	50000-ABOVE	LP Gas	2
Muslim-Others	Primary	Himalayan	50000-ABOVE	Others	0
Muslim-Others	Primary	Himalayan	50000-ABOVE	Wood	8
Muslim-Others	Secondary	Hilly	0-10000	Electricity	0
Muslim-Others	Secondary	Hilly	0-10000	Gobar Gas	3
Muslim-Others	Secondary	Hilly	0-10000	Kerosene	0
Muslim-Others	Secondary	Hilly	0-10000	LP Gas	40
Muslim-Others	Secondary	Hilly	0-10000	Others	0
Muslim-Others	Secondary	Hilly	0-10000	Wood	411
Muslim-Others	Secondary	Hilly	10000-20000	Electricity	0
Muslim-Others	Secondary	Hilly	10000-20000	Gobar Gas	3
Muslim-Others	Secondary	Hilly	10000-20000	Kerosene	0
Muslim-Others	Secondary	Hilly	10000-20000	LP Gas	130
Muslim-Others	Secondary	Hilly	10000-20000	Others	0
Muslim-Others	Secondary	Hilly	10000-20000	Wood	284
Muslim-Others	Secondary	Hilly	20000-30000	Electricity	0
Muslim-Others	Secondary	Hilly	20000-30000	Gobar Gas	0
Muslim-Others	Secondary	Hilly	20000-30000	Kerosene	0
Muslim-Others	Secondary	Hilly	20000-30000	LP Gas	71
Muslim-Others	Secondary	Hilly	20000-30000	Others	0
Muslim-Others	Secondary	Hilly	20000-30000	Wood	75
Muslim-Others	Secondary	Hilly	30000-50000	Electricity	0
Muslim-Others	Secondary	Hilly	30000-50000	Gobar Gas	0
Muslim-Others	Secondary	Hilly	30000-50000	Kerosene	0
Muslim-Others	Secondary	Hilly	30000-50000	LP Gas	26
Muslim-Others	Secondary	Hilly	30000-50000	Others	0
Muslim-Others	Secondary	Hilly	30000-50000	Wood	23
Muslim-Others	Secondary	Hilly	50000-ABOVE	Electricity	0
Muslim-Others	Secondary	Hilly	50000-ABOVE	Gobar Gas	0
Muslim-Others	Secondary	Hilly	50000-ABOVE	Kerosene	0
Muslim-Others	Secondary	Hilly	50000-ABOVE	LP Gas	17
Muslim-Others	Secondary	Hilly	50000-ABOVE	Others	0
Muslim-Others	Secondary	Hilly	50000-ABOVE	Wood	5
Muslim-Others	Secondary	Himalayan	0-10000	Electricity	0
Muslim-Others	Secondary	Himalayan	0-10000	Gobar Gas	0
Muslim-Others	Secondary	Himalayan	0-10000	Kerosene	0
Muslim-Others	Secondary	Himalayan	0-10000	LP Gas	14
Muslim-Others	Secondary	Himalayan	0-10000	Others	0
Muslim-Others	Secondary	Himalayan	0-10000	Wood	266
Muslim-Others	Secondary	Himalayan	10000-20000	Electricity	0
Muslim-Others	Secondary	Himalayan	10000-20000	Gobar Gas	1
Muslim-Others	Secondary	Himalayan	10000-20000	Kerosene	0
Muslim-Others	Secondary	Himalayan	10000-20000	LP Gas	57
Muslim-Others	Secondary	Himalayan	10000-20000	Others	0
Muslim-Others	Secondary	Himalayan	10000-20000	Wood	304
Muslim-Others	Secondary	Himalayan	20000-30000	Electricity	1
Muslim-Others	Secondary	Himalayan	20000-30000	Gobar Gas	0
Muslim-Others	Secondary	Himalayan	20000-30000	Kerosene	0
Muslim-Others	Secondary	Himalayan	20000-30000	LP Gas	28
Muslim-Others	Secondary	Himalayan	20000-30000	Others	0
Muslim-Others	Secondary	Himalayan	20000-30000	Wood	85
Muslim-Others	Secondary	Himalayan	30000-50000	Electricity	0
Muslim-Others	Secondary	Himalayan	30000-50000	Gobar Gas	1
Muslim-Others	Secondary	Himalayan	30000-50000	Kerosene	0
Muslim-Others	Secondary	Himalayan	30000-50000	LP Gas	9
Muslim-Others	Secondary	Himalayan	30000-50000	Others	0
Muslim-Others	Secondary	Himalayan	30000-50000	Wood	22
Muslim-Others	Secondary	Himalayan	50000-ABOVE	Electricity	0
Muslim-Others	Secondary	Himalayan	50000-ABOVE	Gobar Gas	0
Muslim-Others	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Muslim-Others	Secondary	Himalayan	50000-ABOVE	LP Gas	5
Muslim-Others	Secondary	Himalayan	50000-ABOVE	Others	0
Muslim-Others	Secondary	Himalayan	50000-ABOVE	Wood	3
Muslim-Others	University	Hilly	0-10000	Electricity	0
Muslim-Others	University	Hilly	0-10000	Gobar Gas	0
Muslim-Others	University	Hilly	0-10000	Kerosene	0
Muslim-Others	University	Hilly	0-10000	LP Gas	7
Muslim-Others	University	Hilly	0-10000	Others	0
Muslim-Others	University	Hilly	0-10000	Wood	10
Muslim-Others	University	Hilly	10000-20000	Electricity	0
Muslim-Others	University	Hilly	10000-20000	Gobar Gas	1
Muslim-Others	University	Hilly	10000-20000	Kerosene	0
Muslim-Others	University	Hilly	10000-20000	LP Gas	19
Muslim-Others	University	Hilly	10000-20000	Others	0
Muslim-Others	University	Hilly	10000-20000	Wood	30
Muslim-Others	University	Hilly	20000-30000	Electricity	0
Muslim-Others	University	Hilly	20000-30000	Gobar Gas	1
Muslim-Others	University	Hilly	20000-30000	Kerosene	0
Muslim-Others	University	Hilly	20000-30000	LP Gas	14
Muslim-Others	University	Hilly	20000-30000	Others	0
Muslim-Others	University	Hilly	20000-30000	Wood	16
Muslim-Others	University	Hilly	30000-50000	Electricity	0
Muslim-Others	University	Hilly	30000-50000	Gobar Gas	2
Muslim-Others	University	Hilly	30000-50000	Kerosene	0
Muslim-Others	University	Hilly	30000-50000	LP Gas	12
Muslim-Others	University	Hilly	30000-50000	Others	0
Muslim-Others	University	Hilly	30000-50000	Wood	11
Muslim-Others	University	Hilly	50000-ABOVE	Electricity	0
Muslim-Others	University	Hilly	50000-ABOVE	Gobar Gas	0
Muslim-Others	University	Hilly	50000-ABOVE	Kerosene	0
Muslim-Others	University	Hilly	50000-ABOVE	LP Gas	3
Muslim-Others	University	Hilly	50000-ABOVE	Others	0
Muslim-Others	University	Hilly	50000-ABOVE	Wood	2
Muslim-Others	University	Himalayan	0-10000	Electricity	0
Muslim-Others	University	Himalayan	0-10000	Gobar Gas	0
Muslim-Others	University	Himalayan	0-10000	Kerosene	0
Muslim-Others	University	Himalayan	0-10000	LP Gas	2
Muslim-Others	University	Himalayan	0-10000	Others	0
Muslim-Others	University	Himalayan	0-10000	Wood	7
Muslim-Others	University	Himalayan	10000-20000	Electricity	0
Muslim-Others	University	Himalayan	10000-20000	Gobar Gas	0
Muslim-Others	University	Himalayan	10000-20000	Kerosene	0
Muslim-Others	University	Himalayan	10000-20000	LP Gas	4
Muslim-Others	University	Himalayan	10000-20000	Others	0
Muslim-Others	University	Himalayan	10000-20000	Wood	29
Muslim-Others	University	Himalayan	20000-30000	Electricity	0
Muslim-Others	University	Himalayan	20000-30000	Gobar Gas	1
Muslim-Others	University	Himalayan	20000-30000	Kerosene	1
Muslim-Others	University	Himalayan	20000-30000	LP Gas	4
Muslim-Others	University	Himalayan	20000-30000	Others	0
Muslim-Others	University	Himalayan	20000-30000	Wood	11
Muslim-Others	University	Himalayan	30000-50000	Electricity	0
Muslim-Others	University	Himalayan	30000-50000	Gobar Gas	0
Muslim-Others	University	Himalayan	30000-50000	Kerosene	0
Muslim-Others	University	Himalayan	30000-50000	LP Gas	2
Muslim-Others	University	Himalayan	30000-50000	Others	0
Muslim-Others	University	Himalayan	30000-50000	Wood	3
Muslim-Others	University	Himalayan	50000-ABOVE	Electricity	0
Muslim-Others	University	Himalayan	50000-ABOVE	Gobar Gas	0
Muslim-Others	University	Himalayan	50000-ABOVE	Kerosene	0
Muslim-Others	University	Himalayan	50000-ABOVE	LP Gas	0
Muslim-Others	University	Himalayan	50000-ABOVE	Others	0
Muslim-Others	University	Himalayan	50000-ABOVE	Wood	0
Newar	Illiterate	Hilly	0-10000	Electricity	2
Newar	Illiterate	Hilly	0-10000	Gobar Gas	112
Newar	Illiterate	Hilly	0-10000	Kerosene	2
Newar	Illiterate	Hilly	0-10000	LP Gas	430
Newar	Illiterate	Hilly	0-10000	Others	4
Newar	Illiterate	Hilly	0-10000	Wood	6863
Newar	Illiterate	Hilly	10000-20000	Electricity	0
Newar	Illiterate	Hilly	10000-20000	Gobar Gas	87
Newar	Illiterate	Hilly	10000-20000	Kerosene	0
Newar	Illiterate	Hilly	10000-20000	LP Gas	660
Newar	Illiterate	Hilly	10000-20000	Others	1
Newar	Illiterate	Hilly	10000-20000	Wood	2188
Newar	Illiterate	Hilly	20000-30000	Electricity	0
Newar	Illiterate	Hilly	20000-30000	Gobar Gas	54
Newar	Illiterate	Hilly	20000-30000	Kerosene	0
Newar	Illiterate	Hilly	20000-30000	LP Gas	348
Newar	Illiterate	Hilly	20000-30000	Others	0
Newar	Illiterate	Hilly	20000-30000	Wood	524
Newar	Illiterate	Hilly	30000-50000	Electricity	0
Newar	Illiterate	Hilly	30000-50000	Gobar Gas	16
Newar	Illiterate	Hilly	30000-50000	Kerosene	0
Newar	Illiterate	Hilly	30000-50000	LP Gas	117
Newar	Illiterate	Hilly	30000-50000	Others	1
Newar	Illiterate	Hilly	30000-50000	Wood	144
Newar	Illiterate	Hilly	50000-ABOVE	Electricity	0
Newar	Illiterate	Hilly	50000-ABOVE	Gobar Gas	5
Newar	Illiterate	Hilly	50000-ABOVE	Kerosene	0
Newar	Illiterate	Hilly	50000-ABOVE	LP Gas	59
Newar	Illiterate	Hilly	50000-ABOVE	Others	0
Newar	Illiterate	Hilly	50000-ABOVE	Wood	64
Newar	Illiterate	Himalayan	0-10000	Electricity	0
Newar	Illiterate	Himalayan	0-10000	Gobar Gas	16
Newar	Illiterate	Himalayan	0-10000	Kerosene	0
Newar	Illiterate	Himalayan	0-10000	LP Gas	186
Newar	Illiterate	Himalayan	0-10000	Others	2
Newar	Illiterate	Himalayan	0-10000	Wood	4669
Newar	Illiterate	Himalayan	10000-20000	Electricity	2
Newar	Illiterate	Himalayan	10000-20000	Gobar Gas	15
Newar	Illiterate	Himalayan	10000-20000	Kerosene	0
Newar	Illiterate	Himalayan	10000-20000	LP Gas	229
Newar	Illiterate	Himalayan	10000-20000	Others	0
Newar	Illiterate	Himalayan	10000-20000	Wood	1371
Newar	Illiterate	Himalayan	20000-30000	Electricity	0
Newar	Illiterate	Himalayan	20000-30000	Gobar Gas	5
Newar	Illiterate	Himalayan	20000-30000	Kerosene	1
Newar	Illiterate	Himalayan	20000-30000	LP Gas	116
Newar	Illiterate	Himalayan	20000-30000	Others	0
Newar	Illiterate	Himalayan	20000-30000	Wood	555
Newar	Illiterate	Himalayan	30000-50000	Electricity	1
Newar	Illiterate	Himalayan	30000-50000	Gobar Gas	1
Newar	Illiterate	Himalayan	30000-50000	Kerosene	0
Newar	Illiterate	Himalayan	30000-50000	LP Gas	43
Newar	Illiterate	Himalayan	30000-50000	Others	0
Newar	Illiterate	Himalayan	30000-50000	Wood	121
Newar	Illiterate	Himalayan	50000-ABOVE	Electricity	0
Newar	Illiterate	Himalayan	50000-ABOVE	Gobar Gas	0
Newar	Illiterate	Himalayan	50000-ABOVE	Kerosene	0
Newar	Illiterate	Himalayan	50000-ABOVE	LP Gas	19
Newar	Illiterate	Himalayan	50000-ABOVE	Others	0
Newar	Illiterate	Himalayan	50000-ABOVE	Wood	50
Newar	NonFormal-Other	Hilly	0-10000	Electricity	0
Newar	NonFormal-Other	Hilly	0-10000	Gobar Gas	90
Newar	NonFormal-Other	Hilly	0-10000	Kerosene	1
Newar	NonFormal-Other	Hilly	0-10000	LP Gas	360
Newar	NonFormal-Other	Hilly	0-10000	Others	2
Newar	NonFormal-Other	Hilly	0-10000	Wood	3941
Newar	NonFormal-Other	Hilly	10000-20000	Electricity	1
Newar	NonFormal-Other	Hilly	10000-20000	Gobar Gas	180
Newar	NonFormal-Other	Hilly	10000-20000	Kerosene	0
Newar	NonFormal-Other	Hilly	10000-20000	LP Gas	782
Newar	NonFormal-Other	Hilly	10000-20000	Others	0
Newar	NonFormal-Other	Hilly	10000-20000	Wood	2284
Newar	NonFormal-Other	Hilly	20000-30000	Electricity	0
Newar	NonFormal-Other	Hilly	20000-30000	Gobar Gas	54
Newar	NonFormal-Other	Hilly	20000-30000	Kerosene	1
Newar	NonFormal-Other	Hilly	20000-30000	LP Gas	534
Newar	NonFormal-Other	Hilly	20000-30000	Others	0
Newar	NonFormal-Other	Hilly	20000-30000	Wood	593
Newar	NonFormal-Other	Hilly	30000-50000	Electricity	0
Newar	NonFormal-Other	Hilly	30000-50000	Gobar Gas	12
Newar	NonFormal-Other	Hilly	30000-50000	Kerosene	1
Newar	NonFormal-Other	Hilly	30000-50000	LP Gas	135
Newar	NonFormal-Other	Hilly	30000-50000	Others	0
Newar	NonFormal-Other	Hilly	30000-50000	Wood	150
Newar	NonFormal-Other	Hilly	50000-ABOVE	Electricity	0
Newar	NonFormal-Other	Hilly	50000-ABOVE	Gobar Gas	2
Newar	NonFormal-Other	Hilly	50000-ABOVE	Kerosene	0
Newar	NonFormal-Other	Hilly	50000-ABOVE	LP Gas	52
Newar	NonFormal-Other	Hilly	50000-ABOVE	Others	0
Newar	NonFormal-Other	Hilly	50000-ABOVE	Wood	57
Newar	NonFormal-Other	Himalayan	0-10000	Electricity	1
Newar	NonFormal-Other	Himalayan	0-10000	Gobar Gas	9
Newar	NonFormal-Other	Himalayan	0-10000	Kerosene	0
Newar	NonFormal-Other	Himalayan	0-10000	LP Gas	106
Newar	NonFormal-Other	Himalayan	0-10000	Others	0
Newar	NonFormal-Other	Himalayan	0-10000	Wood	2274
Newar	NonFormal-Other	Himalayan	10000-20000	Electricity	2
Newar	NonFormal-Other	Himalayan	10000-20000	Gobar Gas	4
Newar	NonFormal-Other	Himalayan	10000-20000	Kerosene	0
Newar	NonFormal-Other	Himalayan	10000-20000	LP Gas	288
Newar	NonFormal-Other	Himalayan	10000-20000	Others	0
Newar	NonFormal-Other	Himalayan	10000-20000	Wood	1621
Newar	NonFormal-Other	Himalayan	20000-30000	Electricity	1
Newar	NonFormal-Other	Himalayan	20000-30000	Gobar Gas	7
Newar	NonFormal-Other	Himalayan	20000-30000	Kerosene	0
Newar	NonFormal-Other	Himalayan	20000-30000	LP Gas	172
Newar	NonFormal-Other	Himalayan	20000-30000	Others	1
Newar	NonFormal-Other	Himalayan	20000-30000	Wood	490
Newar	NonFormal-Other	Himalayan	30000-50000	Electricity	0
Newar	NonFormal-Other	Himalayan	30000-50000	Gobar Gas	1
Newar	NonFormal-Other	Himalayan	30000-50000	Kerosene	0
Newar	NonFormal-Other	Himalayan	30000-50000	LP Gas	61
Newar	NonFormal-Other	Himalayan	30000-50000	Others	0
Newar	NonFormal-Other	Himalayan	30000-50000	Wood	134
Newar	NonFormal-Other	Himalayan	50000-ABOVE	Electricity	0
Newar	NonFormal-Other	Himalayan	50000-ABOVE	Gobar Gas	0
Newar	NonFormal-Other	Himalayan	50000-ABOVE	Kerosene	0
Newar	NonFormal-Other	Himalayan	50000-ABOVE	LP Gas	29
Newar	NonFormal-Other	Himalayan	50000-ABOVE	Others	0
Newar	NonFormal-Other	Himalayan	50000-ABOVE	Wood	45
Newar	Primary	Hilly	0-10000	Electricity	1
Newar	Primary	Hilly	0-10000	Gobar Gas	126
Newar	Primary	Hilly	0-10000	Kerosene	1
Newar	Primary	Hilly	0-10000	LP Gas	329
Newar	Primary	Hilly	0-10000	Others	2
Newar	Primary	Hilly	0-10000	Wood	4103
Newar	Primary	Hilly	10000-20000	Electricity	1
Newar	Primary	Hilly	10000-20000	Gobar Gas	205
Newar	Primary	Hilly	10000-20000	Kerosene	0
Newar	Primary	Hilly	10000-20000	LP Gas	1109
